Time,Vehicle speed (km/h),Engine RPM (RPM),Control module voltage (V),Relative accelerator pedal position (%),Accel Pedal Position (%),Battery Voltage (V),Current Gear (gear),Steering Wheel Angle (°)
03/06/2022 05:16:30.3094 下午,15,1306,14.2,0,0,0,0,0
03/06/2022 05:16:30.9651 下午,12,1318.25,14.2,0,0,0,0,0
03/06/2022 05:16:31.4503 下午,7,1241,14.2,0,0,0,0,0
03/06/2022 05:16:32.0339 下午,5,1185.5,14.2,0,0,0,0,0
03/06/2022 05:16:32.7295 下午,3,1166,14.2,0,0,0,0,0
03/06/2022 05:16:33.3454 下午,1,1079.25,14.2,0,0,0,0,0
03/06/2022 05:16:33.8456 下午,0,894.25,14.2,0,0,0,0,0
03/06/2022 05:16:34.3184 下午,0,869.75,14.2,0,0,0,0,0
03/06/2022 05:16:35.0978 下午,0,845.25,14.2,0,0,0,0,0
03/06/2022 05:16:35.9325 下午,0,808,14.153,0,0,0,0,0
03/06/2022 05:16:36.4422 下午,0,769.25,14.153,0,0,0,0,0
03/06/2022 05:16:36.8821 下午,0,756.5,14.153,0,0,0,0,0
03/06/2022 05:16:37.5563 下午,0,756,14.153,0,0,0,0,0
03/06/2022 05:16:38.2228 下午,0,741.75,14.153,0,0,0,0,0
03/06/2022 05:16:38.9523 下午,0,756,14.153,0,0,0,0,0
03/06/2022 05:16:39.5179 下午,0,747.25,14.153,0,0,0,0,0
03/06/2022 05:16:40.2670 下午,0,753.5,14.153,0,0,0,0,0
03/06/2022 05:16:40.9618 下午,0,745.5,14.153,0,0,0,0,0
03/06/2022 05:16:41.5287 下午,0,746.25,14.153,0,0,0,0,0
03/06/2022 05:16:42.0517 下午,0,745,14.365,0,0,0,0,0
03/06/2022 05:16:42.7891 下午,0,751.75,14.365,0,0,0,0,0
03/06/2022 05:16:43.3721 下午,0,758.25,14.365,0,0,0,0,0
03/06/2022 05:16:43.7369 下午,0,751.75,14.365,0,0,0,0,0
03/06/2022 05:16:44.2230 下午,0,747.5,14.365,0,0,0,0,0
03/06/2022 05:16:45.0011 下午,0,747.5,14.365,0,0,0,0,0
03/06/2022 05:16:45.8450 下午,0,751.5,14.365,0,0,0,0,0
03/06/2022 05:16:46.4290 下午,0,759,14.365,0,0,0,0,0
03/06/2022 05:16:46.8460 下午,0,752.5,14.365,0,0,0,0,0
03/06/2022 05:16:47.8210 下午,0,757.5,14.365,0,0,0,0,0
03/06/2022 05:16:48.5978 下午,0,747,14.271,0,0,0,0,0
03/06/2022 05:16:49.0239 下午,0,751.75,14.271,0,0,0,0,0
03/06/2022 05:16:49.4431 下午,0,754,14.271,0,0,0,0,0
03/06/2022 05:16:50.1686 下午,0,764,14.271,0,0,0,0,0
03/06/2022 05:16:50.8093 下午,0,752.75,14.271,0,0,0,0,0
03/06/2022 05:16:51.2534 下午,0,759.5,14.271,0,0,0,0,0
03/06/2022 05:16:51.7262 下午,0,758.75,14.271,0,0,0,0,0
03/06/2022 05:16:52.4908 下午,0,752.5,14.271,0,0,0,0,0
03/06/2022 05:16:53.2201 下午,0,758.5,14.271,0,0,0,0,0
03/06/2022 05:16:53.6934 下午,0,755.75,14.271,0,0,0,0,0
03/06/2022 05:16:54.0683 下午,0,758.25,14.271,0,0,0,0,0
03/06/2022 05:16:54.8444 下午,0,754,14.271,0,0,0,0,0
03/06/2022 05:16:55.4345 下午,0,751.5,14.271,0,0,0,0,0
03/06/2022 05:16:56.1280 下午,0,756.75,14.271,0,0,0,0,0
03/06/2022 05:16:56.7108 下午,0,762,14.271,0,0,0,0,0
03/06/2022 05:16:57.7385 下午,0,760.75,14.271,0,0,0,0,0
03/06/2022 05:16:58.4738 下午,0,755.75,14.271,0,0,0,0,0
03/06/2022 05:16:59.0448 下午,0,752,14.271,0,0,0,0,0
03/06/2022 05:16:59.6618 下午,0,750.5,14.271,0,0,0,0,0
03/06/2022 05:17:00.4281 下午,0,755,14.271,0,0,0,0,0
03/06/2022 05:17:01.0293 下午,0,764,14.365,0,0,0,0,0
03/06/2022 05:17:01.5509 下午,0,753.25,14.365,0,0,0,0,0
03/06/2022 05:17:02.2231 下午,0,753,14.365,0,0,0,0,0
03/06/2022 05:17:02.9552 下午,0,752.25,14.365,0,0,0,0,0
03/06/2022 05:17:03.5402 下午,0,755.25,14.365,0,0,0,0,0
03/06/2022 05:17:04.0420 下午,0,759.5,14.365,0,0,0,0,0
03/06/2022 05:17:04.5611 下午,0,764.75,14.365,0,0,0,0,0
03/06/2022 05:17:05.3404 下午,0,764.25,14.365,0,0,0,0,0
03/06/2022 05:17:05.9414 下午,0,747,14.365,0,0,0,0,0
03/06/2022 05:17:06.4251 下午,0,762,14.365,0,0,0,0,0
03/06/2022 05:17:06.8414 下午,0,748,14.318,0,0,0,0,0
03/06/2022 05:17:07.5658 下午,0,757.5,14.318,0,0,0,0,0
03/06/2022 05:17:08.1076 下午,0,755.75,14.318,0,0,0,0,0
03/06/2022 05:17:08.6480 下午,0,757,14.318,0,0,0,0,0
03/06/2022 05:17:09.1320 下午,0,757,14.318,0,0,0,0,0
03/06/2022 05:17:09.9989 下午,0,754.5,14.318,0,0,0,0,0
03/06/2022 05:17:10.7658 下午,0,759,14.318,0,0,0,0,0
03/06/2022 05:17:11.4162 下午,0,754.25,14.318,0,0,0,0,0
03/06/2022 05:17:11.9218 下午,0,758.75,14.318,0,0,0,0,0
03/06/2022 05:17:12.6551 下午,0,751.5,14.318,0,0,0,0,0
03/06/2022 05:17:13.2489 下午,0,751.75,14.318,0,0,0,0,0
03/06/2022 05:17:13.6707 下午,0,765.25,14.318,0,0,0,0,0
03/06/2022 05:17:14.1010 下午,0,752.5,14.318,0,0,0,0,0
03/06/2022 05:17:15.0038 下午,0,758.75,14.318,0,0,0,0,0
03/06/2022 05:17:15.8353 下午,0,754.75,14.318,0,0,0,0,0
03/06/2022 05:17:16.3430 下午,0,758.75,14.318,0,0,0,0,0
03/06/2022 05:17:16.7529 下午,0,750.75,14.318,0,0,0,0,0
03/06/2022 05:17:17.5377 下午,0,764.75,14.318,0,0,0,0,0
03/06/2022 05:17:18.2814 下午,0,752.75,14.318,0,0,0,0,0
03/06/2022 05:17:18.8384 下午,0,756.75,14.318,0,0,0,0,0
03/06/2022 05:17:19.3119 下午,0,750,14.271,0,0,0,0,0
03/06/2022 05:17:19.8675 下午,0,755.75,14.271,0,0,0,0,0
03/06/2022 05:17:20.7023 下午,0,762.25,14.271,0,0,0,0,0
03/06/2022 05:17:21.3415 下午,0,755.75,14.271,0,0,0,0,0
03/06/2022 05:17:21.8561 下午,0,756.5,14.271,0,0,0,0,0
03/06/2022 05:17:22.6338 下午,0,755.5,14.271,0,0,0,0,0
03/06/2022 05:17:23.3269 下午,0,757.25,14.271,0,0,0,0,0
03/06/2022 05:17:23.8326 下午,0,757.25,14.271,0,0,0,0,0
03/06/2022 05:17:24.4135 下午,0,755.5,14.271,0,0,0,0,0
03/06/2022 05:17:25.3382 下午,0,757.5,14.271,0,0,0,0,0
03/06/2022 05:17:25.9212 下午,0,752.5,14.341,0,0,0,0,0
03/06/2022 05:17:26.3546 下午,0,752,14.341,0,0,0,0,0
03/06/2022 05:17:26.8078 下午,0,762.25,14.341,0,0,0,0,0
03/06/2022 05:17:27.5686 下午,0,750,14.341,0,0,0,0,0
03/06/2022 05:17:28.2270 下午,0,749.5,14.341,0,0,0,0,0
03/06/2022 05:17:28.6633 下午,0,748.5,14.341,0,0,0,0,0
03/06/2022 05:17:29.1370 下午,0,764.25,14.341,0,0,0,0,0
03/06/2022 05:17:30.0466 下午,0,827.5,14.341,0,0,0,0,0
03/06/2022 05:17:30.7366 下午,0,912,14.341,0,0,0,0,0
03/06/2022 05:17:31.2170 下午,1,1109.25,14.341,0,0,0,0,0
03/06/2022 05:17:31.6432 下午,2,1244.25,14.177,0,0,0,0,0
03/06/2022 05:17:32.5303 下午,3,1447.75,14.177,0,0,0,0,0
03/06/2022 05:17:33.2449 下午,5,1594.75,14.177,0,0,0,0,0
03/06/2022 05:17:33.6495 下午,10,1806.25,14.177,0,0,0,0,0
03/06/2022 05:17:34.2118 下午,14,2033.75,14.177,0,0,0,0,0
03/06/2022 05:17:34.8449 下午,15,2293.5,14.177,0,0,0,0,0
03/06/2022 05:17:35.5330 下午,18,1723.25,14.177,0,0,0,0,0
03/06/2022 05:17:36.0674 下午,22,1908.5,14.177,0,0,0,0,0
03/06/2022 05:17:36.5050 下午,24,2092.25,14.177,0,0,0,0,0
03/06/2022 05:17:37.3942 下午,26,2242.5,14.177,0,0,0,0,0
03/06/2022 05:17:38.0030 下午,27,2365.75,14.012,0,0,0,0,0
03/06/2022 05:17:38.5260 下午,29,1808.75,14.012,0,0,0,0,0
03/06/2022 05:17:38.9435 下午,31,1707.5,14.012,0,0,0,0,0
03/06/2022 05:17:39.6339 下午,32,1809.75,14.012,0,0,0,0,0
03/06/2022 05:17:40.3171 下午,33,1896.75,14.012,0,0,0,0,0
03/06/2022 05:17:40.7889 下午,36,2024.25,14.012,0,0,0,0,0
03/06/2022 05:17:41.2220 下午,37,2010.75,14.012,0,0,0,0,0
03/06/2022 05:17:41.8849 下午,38,1473.5,14.012,0,0,0,0,0
03/06/2022 05:17:42.4304 下午,38,1492.5,14.012,0,0,0,0,0
03/06/2022 05:17:42.9329 下午,40,1584.75,14.012,0,0,0,0,0
03/06/2022 05:17:43.4733 下午,40,1647.5,14.224,0,0,0,0,0
03/06/2022 05:17:44.3526 下午,41,1611.25,14.224,0,0,0,0,0
03/06/2022 05:17:45.1257 下午,41,1651.75,14.224,0,0,0,0,0
03/06/2022 05:17:45.5484 下午,42,1606.75,14.224,0,0,0,0,0
03/06/2022 05:17:45.8989 下午,42,1588.5,14.224,0,0,0,0,0
03/06/2022 05:17:46.7576 下午,42,1541,14.224,0,0,0,0,0
03/06/2022 05:17:47.5378 下午,42,1534.75,14.224,0,0,0,0,0
03/06/2022 05:17:47.9389 下午,40,1601,14.224,0,0,0,0,0
03/06/2022 05:17:48.4069 下午,41,1589.5,14.224,0,0,0,0,0
03/06/2022 05:17:49.3258 下午,41,1632,14.224,0,0,0,0,0
03/06/2022 05:17:50.0535 下午,41,1631.5,14.153,0,0,0,0,0
03/06/2022 05:17:50.5151 下午,42,1656.5,14.153,0,0,0,0,0
03/06/2022 05:17:50.9544 下午,42,1675.5,14.153,0,0,0,0,0
03/06/2022 05:17:51.9631 下午,42,1672.25,14.153,0,0,0,0,0
03/06/2022 05:17:52.7464 下午,42,1570,14.153,0,0,0,0,0
03/06/2022 05:17:53.1424 下午,39,1305.75,14.153,0,0,0,0,0
03/06/2022 05:17:53.5334 下午,36,1255,14.153,0,0,0,0,0
03/06/2022 05:17:54.3294 下午,35,1194.5,14.153,0,0,0,0,0
03/06/2022 05:17:54.8779 下午,33,1191.25,14.153,0,0,0,0,0
03/06/2022 05:17:55.6840 下午,33,1230,14.153,0,0,0,0,0
03/06/2022 05:17:56.7359 下午,33,1286.75,14.271,0,0,0,0,0
03/06/2022 05:17:57.7186 下午,33,1257.5,14.271,0,0,0,0,0
03/06/2022 05:17:58.2397 下午,32,1248,14.271,0,0,0,0,0
03/06/2022 05:17:58.9206 下午,32,1269.5,14.271,0,0,0,0,0
03/06/2022 05:17:59.3411 下午,32,1398.5,14.271,0,0,0,0,0
03/06/2022 05:18:00.1331 下午,33,1384.75,14.271,0,0,0,0,0
03/06/2022 05:18:00.6674 下午,33,1319.75,14.271,0,0,0,0,0
03/06/2022 05:18:01.1535 下午,34,1243.75,14.271,0,0,0,0,0
03/06/2022 05:18:01.6299 下午,33,1229.75,14.271,0,0,0,0,0
03/06/2022 05:18:02.3849 下午,33,1293.25,14.271,0,0,0,0,0
03/06/2022 05:18:03.1173 下午,33,1267.5,13.918,0,0,0,0,0
03/06/2022 05:18:03.5470 下午,34,1381,13.918,0,0,0,0,0
03/06/2022 05:18:04.1984 下午,34,1462.75,13.918,0,0,0,0,0
03/06/2022 05:18:05.0722 下午,35,1424.25,13.918,0,0,0,0,0
03/06/2022 05:18:05.6467 下午,36,1402,13.918,0,0,0,0,0
03/06/2022 05:18:06.1367 下午,37,1470.25,13.918,0,0,0,0,0
03/06/2022 05:18:06.6326 下午,38,1484,13.918,0,0,0,0,0
03/06/2022 05:18:07.2526 下午,38,1495.5,13.918,0,0,0,0,0
03/06/2022 05:18:08.0348 下午,39,1514.75,13.918,0,0,0,0,0
03/06/2022 05:18:08.6041 下午,39,1419,13.918,0,0,0,0,0
03/06/2022 05:18:09.0429 下午,38,1335.75,14.247,0,0,0,0,0
03/06/2022 05:18:09.8723 下午,37,1282.75,14.247,0,0,0,0,0
03/06/2022 05:18:10.5247 下午,36,1262.5,14.247,0,0,0,0,0
03/06/2022 05:18:11.0801 下午,35,1285.75,14.247,0,0,0,0,0
03/06/2022 05:18:11.5254 下午,34,1291.5,14.247,0,0,0,0,0
03/06/2022 05:18:12.2060 下午,34,1311.25,14.247,0,0,0,0,0
03/06/2022 05:18:13.0664 下午,33,1315,14.247,0,0,0,0,0
03/06/2022 05:18:13.4554 下午,30,1294,14.247,0,0,0,0,0
03/06/2022 05:18:13.9223 下午,28,1291.75,14.247,0,0,0,0,0
03/06/2022 05:18:14.9426 下午,27,1304.75,14.247,0,0,0,0,0
03/06/2022 05:18:15.5075 下午,24,1306,14.153,0,0,0,0,0
03/06/2022 05:18:15.9577 下午,20,1302.75,14.153,0,0,0,0,0
03/06/2022 05:18:16.4073 下午,19,1291,14.153,0,0,0,0,0
03/06/2022 05:18:17.1664 下午,19,1304.25,14.153,0,0,0,0,0
03/06/2022 05:18:17.8371 下午,18,1298.75,14.153,0,0,0,0,0
03/06/2022 05:18:18.3313 下午,18,1587.75,14.153,0,0,0,0,0
03/06/2022 05:18:18.8200 下午,18,1602,14.153,0,0,0,0,0
03/06/2022 05:18:19.5377 下午,19,1554.5,14.153,0,0,0,0,0
03/06/2022 05:18:20.2609 下午,19,1421.5,14.153,0,0,0,0,0
03/06/2022 05:18:20.7315 下午,18,1595,14.153,0,0,0,0,0
03/06/2022 05:18:21.2588 下午,19,1566.75,14.271,0,0,0,0,0
03/06/2022 05:18:22.1403 下午,19,1648.5,14.271,0,0,0,0,0
03/06/2022 05:18:22.8348 下午,19,1379.75,14.271,0,0,0,0,0
03/06/2022 05:18:23.3192 下午,18,1564.75,14.271,0,0,0,0,0
03/06/2022 05:18:23.8249 下午,19,1703,14.271,0,0,0,0,0
03/06/2022 05:18:24.4134 下午,20,1799,14.271,0,0,0,0,0
03/06/2022 05:18:25.0164 下午,21,1823.75,14.271,0,0,0,0,0
03/06/2022 05:18:25.4385 下午,23,1916.75,14.271,0,0,0,0,0
03/06/2022 05:18:25.8786 下午,24,1953.75,14.271,0,0,0,0,0
03/06/2022 05:18:26.6613 下午,24,1751.5,14.271,0,0,0,0,0
03/06/2022 05:18:27.4342 下午,24,1286.75,14.224,0,0,0,0,0
03/06/2022 05:18:27.8513 下午,24,1255.75,14.224,0,0,0,0,0
03/06/2022 05:18:28.4027 下午,24,1339.75,14.224,0,0,0,0,0
03/06/2022 05:18:29.0689 下午,24,1458,14.224,0,0,0,0,0
03/06/2022 05:18:29.8226 下午,24,1439,14.224,0,0,0,0,0
03/06/2022 05:18:30.2845 下午,25,1294.25,14.224,0,0,0,0,0
03/06/2022 05:18:30.9008 下午,24,1274,14.224,0,0,0,0,0
03/06/2022 05:18:31.6271 下午,24,1225.25,14.224,0,0,0,0,0
03/06/2022 05:18:32.3510 下午,23,1191.5,14.224,0,0,0,0,0
03/06/2022 05:18:32.9407 下午,22,1325,14.224,0,0,0,0,0
03/06/2022 05:18:33.4349 下午,21,1308.5,14.2,0,0,0,0,0
03/06/2022 05:18:34.0375 下午,20,1318.5,14.2,0,0,0,0,0
03/06/2022 05:18:34.7832 下午,19,1314,14.2,0,0,0,0,0
03/06/2022 05:18:35.2375 下午,18,1643.5,14.2,0,0,0,0,0
03/06/2022 05:18:35.7005 下午,20,1728.5,14.2,0,0,0,0,0
03/06/2022 05:18:36.5618 下午,21,1852.5,14.2,0,0,0,0,0
03/06/2022 05:18:37.3295 下午,22,1833.25,14.2,0,0,0,0,0
03/06/2022 05:18:37.8165 下午,24,2168.5,14.2,0,0,0,0,0
03/06/2022 05:18:38.2594 下午,25,2150,14.2,0,0,0,0,0
03/06/2022 05:18:39.0462 下午,26,2010.75,14.2,0,0,0,0,0
03/06/2022 05:18:39.8479 下午,27,1712.75,14.153,0,0,0,0,0
03/06/2022 05:18:40.1775 下午,31,1820.75,14.153,0,0,0,0,0
03/06/2022 05:18:40.7728 下午,33,1928.25,14.153,0,0,0,0,0
03/06/2022 05:18:41.5420 下午,34,1853.75,14.153,0,0,0,0,0
03/06/2022 05:18:42.2478 下午,34,1661,14.153,0,0,0,0,0
03/06/2022 05:18:42.7116 下午,34,1245.25,14.153,0,0,0,0,0
03/06/2022 05:18:43.3840 下午,33,1339.25,14.153,0,0,0,0,0
03/06/2022 05:18:44.1562 下午,33,1284,14.153,0,0,0,0,0
03/06/2022 05:18:44.9473 下午,33,1409.5,14.153,0,0,0,0,0
03/06/2022 05:18:45.5607 下午,34,1390.75,14.153,0,0,0,0,0
03/06/2022 05:18:46.0112 下午,35,1371.75,14.271,0,0,0,0,0
03/06/2022 05:18:46.7785 下午,35,1388,14.271,0,0,0,0,0
03/06/2022 05:18:47.3738 下午,36,1400.25,14.271,0,0,0,0,0
03/06/2022 05:18:47.9147 下午,37,1448.5,14.271,0,0,0,0,0
03/06/2022 05:18:48.4430 下午,36,1310.5,14.271,0,0,0,0,0
03/06/2022 05:18:49.0225 下午,35,1267,14.271,0,0,0,0,0
03/06/2022 05:18:49.5669 下午,33,1119.5,14.271,0,0,0,0,0
03/06/2022 05:18:50.0103 下午,31,1145.5,14.271,0,0,0,0,0
03/06/2022 05:18:50.3848 下午,31,1129.5,14.271,0,0,0,0,0
03/06/2022 05:18:51.1722 下午,30,1116.75,14.271,0,0,0,0,0
03/06/2022 05:18:51.8409 下午,29,1060,14.2,0,0,0,0,0
03/06/2022 05:18:52.3722 下午,25,1248.25,14.2,0,0,0,0,0
03/06/2022 05:18:52.9352 下午,22,1277.5,14.2,0,0,0,0,0
03/06/2022 05:18:53.8835 下午,19,1312.5,14.2,0,0,0,0,0
03/06/2022 05:18:54.3669 下午,16,1301.25,14.2,0,0,0,0,0
03/06/2022 05:18:54.8077 下午,14,1324.25,14.2,0,0,0,0,0
03/06/2022 05:18:55.3184 下午,14,1321.25,14.2,0,0,0,0,0
03/06/2022 05:18:56.5344 下午,12,1280.25,14.2,0,0,0,0,0
03/06/2022 05:18:57.1271 下午,11,1296.75,14.2,0,0,0,0,0
03/06/2022 05:18:57.6172 下午,8,1308,14.2,0,0,0,0,0
03/06/2022 05:18:58.1472 下午,7,1279.75,14.247,0,0,0,0,0
03/06/2022 05:18:58.8496 下午,7,1264.5,14.247,0,0,0,0,0
03/06/2022 05:18:59.6800 下午,7,1267.75,14.247,0,0,0,0,0
03/06/2022 05:19:00.2064 下午,6,1233.75,14.247,0,0,0,0,0
03/06/2022 05:19:00.6575 下午,5,1200.5,14.247,0,0,0,0,0
03/06/2022 05:19:01.5276 下午,5,1183.75,14.247,0,0,0,0,0
03/06/2022 05:19:02.2352 下午,4,1171.25,14.247,0,0,0,0,0
03/06/2022 05:19:02.7086 下午,1,1038.75,14.247,0,0,0,0,0
03/06/2022 05:19:03.2420 下午,0,976.25,14.247,0,0,0,0,0
03/06/2022 05:19:04.1688 下午,0,919.75,14.247,0,0,0,0,0
03/06/2022 05:19:04.7114 下午,0,889,14.271,0,0,0,0,0
03/06/2022 05:19:05.1297 下午,0,811.75,14.271,0,0,0,0,0
03/06/2022 05:19:05.6472 下午,0,798.75,14.271,0,0,0,0,0
03/06/2022 05:19:06.4822 下午,0,793.5,14.271,0,0,0,0,0
03/06/2022 05:19:07.0464 下午,0,778.25,14.271,0,0,0,0,0
03/06/2022 05:19:07.5630 下午,0,754.25,14.271,0,0,0,0,0
03/06/2022 05:19:08.2236 下午,0,761.75,14.271,0,0,0,0,0
03/06/2022 05:19:09.1332 下午,0,755.5,14.271,0,0,0,0,0
03/06/2022 05:19:09.7354 下午,0,746.5,14.271,0,0,0,0,0
03/06/2022 05:19:10.1319 下午,0,742.5,14.271,0,0,0,0,0
03/06/2022 05:19:10.6411 下午,0,751.5,14.224,0,0,0,0,0
03/06/2022 05:19:11.2676 下午,0,752.75,14.224,0,0,0,0,0
03/06/2022 05:19:12.2432 下午,0,744,14.224,0,0,0,0,0
03/06/2022 05:19:12.5966 下午,0,757.75,14.224,0,0,0,0,0
03/06/2022 05:19:13.1477 下午,0,746.5,14.224,0,0,0,0,0
03/06/2022 05:19:13.7995 下午,0,754.25,14.224,0,0,0,0,0
03/06/2022 05:19:14.5769 下午,0,741.5,14.224,0,0,0,0,0
03/06/2022 05:19:14.9447 下午,0,759.5,14.224,0,0,0,0,0
03/06/2022 05:19:15.4229 下午,0,743.25,14.224,0,0,0,0,0
03/06/2022 05:19:16.3321 下午,0,749.25,14.224,0,0,0,0,0
03/06/2022 05:19:16.9225 下午,0,753.75,14.2,0,0,0,0,0
03/06/2022 05:19:17.4275 下午,0,753,14.2,0,0,0,0,0
03/06/2022 05:19:17.9419 下午,0,746.5,14.2,0,0,0,0,0
03/06/2022 05:19:18.6243 下午,0,751.75,14.2,0,0,0,0,0
03/06/2022 05:19:19.4708 下午,0,753,14.2,0,0,0,0,0
03/06/2022 05:19:19.9434 下午,0,746.75,14.2,0,0,0,0,0
03/06/2022 05:19:20.3497 下午,0,749.25,14.2,0,0,0,0,0
03/06/2022 05:19:21.1614 下午,0,751.25,14.2,0,0,0,0,0
03/06/2022 05:19:21.7254 下午,0,764,14.2,0,0,0,0,0
03/06/2022 05:19:22.2700 下午,0,749.75,14.2,0,0,0,0,0
03/06/2022 05:19:22.7422 下午,0,754.75,14.271,0,0,0,0,0
03/06/2022 05:19:23.4701 下午,0,750,14.271,0,0,0,0,0
03/06/2022 05:19:24.0357 下午,0,745.75,14.271,0,0,0,0,0
03/06/2022 05:19:24.6071 下午,0,758.75,14.271,0,0,0,0,0
03/06/2022 05:19:25.1338 下午,0,753.5,14.271,0,0,0,0,0
03/06/2022 05:19:25.9213 下午,0,753,14.271,0,0,0,0,0
03/06/2022 05:19:26.4579 下午,0,748.25,14.271,0,0,0,0,0
03/06/2022 05:19:26.9561 下午,0,757.75,14.271,0,0,0,0,0
03/06/2022 05:19:27.2987 下午,0,755.25,14.271,0,0,0,0,0
03/06/2022 05:19:28.0212 下午,0,754,14.271,0,0,0,0,0
03/06/2022 05:19:28.7391 下午,0,752.75,14.341,0,0,0,0,0
03/06/2022 05:19:29.1562 下午,0,749.25,14.341,0,0,0,0,0
03/06/2022 05:19:29.5702 下午,0,745.25,14.341,0,0,0,0,0
03/06/2022 05:19:30.3539 下午,0,748.75,14.341,0,0,0,0,0
03/06/2022 05:19:31.0550 下午,0,750,14.341,0,0,0,0,0
03/06/2022 05:19:31.4457 下午,0,758.75,14.341,0,0,0,0,0
03/06/2022 05:19:32.0722 下午,0,769.5,14.341,0,0,0,0,0
03/06/2022 05:19:32.7513 下午,0,764.5,14.341,0,0,0,0,0
03/06/2022 05:19:33.3444 下午,0,761,14.341,0,0,0,0,0
03/06/2022 05:19:33.8029 下午,0,762.5,14.341,0,0,0,0,0
03/06/2022 05:19:34.2099 下午,0,755.75,14.271,0,0,0,0,0
03/06/2022 05:19:34.9104 下午,0,764,14.271,0,0,0,0,0
03/06/2022 05:19:35.6713 下午,0,760.25,14.271,0,0,0,0,0
03/06/2022 05:19:36.0972 下午,0,764.75,14.271,0,0,0,0,0
03/06/2022 05:19:36.4912 下午,0,758,14.271,0,0,0,0,0
03/06/2022 05:19:37.3537 下午,0,756,14.271,0,0,0,0,0
03/06/2022 05:19:37.9045 下午,0,763,14.271,0,0,0,0,0
03/06/2022 05:19:38.3767 下午,0,752.25,14.271,0,0,0,0,0
03/06/2022 05:19:38.8243 下午,0,762.75,14.271,0,0,0,0,0
03/06/2022 05:19:39.5903 下午,0,754.5,14.271,0,0,0,0,0
03/06/2022 05:19:40.2933 下午,0,754,14.224,0,0,0,0,0
03/06/2022 05:19:40.6684 下午,0,760.5,14.224,0,0,0,0,0
03/06/2022 05:19:41.0670 下午,0,758.75,14.224,0,0,0,0,0
03/06/2022 05:19:41.8040 下午,0,753.5,14.224,0,0,0,0,0
03/06/2022 05:19:42.3097 下午,0,759.5,14.224,0,0,0,0,0
03/06/2022 05:19:42.8505 下午,0,760.75,14.224,0,0,0,0,0
03/06/2022 05:19:43.3065 下午,0,753.75,14.224,0,0,0,0,0
03/06/2022 05:19:44.1398 下午,0,756.5,14.224,0,0,0,0,0
03/06/2022 05:19:44.8728 下午,0,753.75,14.224,0,0,0,0,0
03/06/2022 05:19:45.4091 下午,0,761.75,14.224,0,0,0,0,0
03/06/2022 05:19:45.8133 下午,0,760.25,14.318,0,0,0,0,0
03/06/2022 05:19:46.6109 下午,0,753.75,14.318,0,0,0,0,0
03/06/2022 05:19:47.3114 下午,0,757.75,14.318,0,0,0,0,0
03/06/2022 05:19:47.8987 下午,0,751.25,14.318,0,0,0,0,0
03/06/2022 05:19:48.6583 下午,0,751.75,14.318,0,0,0,0,0
03/06/2022 05:19:49.1701 下午,0,760.75,14.318,0,0,0,0,0
03/06/2022 05:19:49.6771 下午,0,756.75,14.318,0,0,0,0,0
03/06/2022 05:19:50.2374 下午,0,758.25,14.318,0,0,0,0,0
03/06/2022 05:19:50.6996 下午,0,750.5,14.318,0,0,0,0,0
03/06/2022 05:19:51.4539 下午,0,743.75,14.318,0,0,0,0,0
03/06/2022 05:19:52.0018 下午,0,756,14.365,0,0,0,0,0
03/06/2022 05:19:52.4416 下午,0,758.25,14.365,0,0,0,0,0
03/06/2022 05:19:52.9912 下午,0,753.5,14.365,0,0,0,0,0
03/06/2022 05:19:53.7775 下午,0,753.75,14.365,0,0,0,0,0
03/06/2022 05:19:54.4927 下午,0,752,14.365,0,0,0,0,0
03/06/2022 05:19:54.9700 下午,0,752,14.365,0,0,0,0,0
03/06/2022 05:19:55.4148 下午,0,757.75,14.365,0,0,0,0,0
03/06/2022 05:19:56.0641 下午,0,754,14.365,0,0,0,0,0
03/06/2022 05:19:56.7891 下午,0,757,14.365,0,0,0,0,0
03/06/2022 05:19:57.1706 下午,0,761,14.365,0,0,0,0,0
03/06/2022 05:19:57.5997 下午,0,749.75,14.341,0,0,0,0,0
03/06/2022 05:19:58.1864 下午,0,748.5,14.341,0,0,0,0,0
03/06/2022 05:19:59.5638 下午,0,759.75,14.341,0,0,0,0,0
03/06/2022 05:19:59.9478 下午,0,763.25,14.341,0,0,0,0,0
03/06/2022 05:20:00.3364 下午,0,752.5,14.341,0,0,0,0,0
03/06/2022 05:20:00.9627 下午,0,750.5,14.341,0,0,0,0,0
03/06/2022 05:20:01.5016 下午,0,751,14.341,0,0,0,0,0
03/06/2022 05:20:01.8879 下午,0,749,14.341,0,0,0,0,0
03/06/2022 05:20:02.2411 下午,0,761,14.341,0,0,0,0,0
03/06/2022 05:20:02.9195 下午,0,753.5,14.341,0,0,0,0,0
03/06/2022 05:20:03.4133 下午,0,757.75,14.247,0,0,0,0,0
03/06/2022 05:20:03.7530 下午,0,850.25,14.247,0,0,0,0,0
03/06/2022 05:20:04.1307 下午,0,849.25,14.247,0,0,0,0,0
03/06/2022 05:20:04.6812 下午,0,862.5,14.247,0,0,0,0,0
03/06/2022 05:20:05.1920 下午,0,862,14.247,0,0,0,0,0
03/06/2022 05:20:05.5828 下午,2,839,14.247,0,0,0,0,0
03/06/2022 05:20:05.9260 下午,2,842.5,14.247,0,0,0,0,0
